Area_Name,Total_Rural_Urban,Age_Group,Population_Persons,Population_Males,Population_Females,Main_Workers_Persons,Main_Workers_Males,Main_Workers_Females,Marginal_Seeking_Persons,Marginal_Seeking_Males,Marginal_Seeking_Females,Non_Workers_Total_Persons,Non_Workers_Total_Males,Non_Workers_Total_Females,Non_Workers_Seeking_Persons,Non_Workers_Seeking_Males,Non_Workers_Seeking_Females,District_Code,Marginal_0_to_6_Persons,Marginal_0_to_6_Males,Marginal_0_to_6_Females
5,1,11,4777,2079,2698,645,469,176,33,17,16,4019,1540,2479,24,10,14,27,113,70,43
15,0,0,178865,93824,85041,2419,1342,1077,116,67,49,175566,92003,83563,979,536,443,28,880,479,401
15,0,1,193323,101490,91833,6019,3481,2538,264,151,113,185521,97082,88439,1686,945,741,28,1783,927,856
15,0,2,184727,100897,83830,40339,26183,14156,1927,1233,694,138717,71776,66941,8729,5203,3526,28,5671,2938,2733
15,0,3,170648,94778,75870,92592,59488,33104,3431,2227,1204,69047,31144,37903,10908,7097,3811,28,9009,4146,4863
15,0,4,140905,73234,67671,99574,62382,37192,2430,1339,1091,33706,8078,25628,4155,2406,1749,28,7625,2774,4851
15,0,5,124998,62765,62233,95491,57914,37577,1833,873,960,22883,2718,20165,1405,622,783,28,6624,2133,4491
15,0,6,120461,60686,59775,95510,57160,38350,1552,680,872,18887,1743,17144,803,271,532,28,6064,1783,4281
15,0,7,182030,95268,86762,146264,90147,56117,1936,861,1075,26940,2582,24358,731,256,475,28,8826,2539,6287
15,0,8,119339,59760,59579,90664,55431,35233,1043,417,626,22854,2771,20083,436,133,303,28,5821,1558,4263
15,0,9,142047,65673,76374,87583,52748,34835,1100,451,649,47649,10691,36958,601,159,442,28,6815,2234,4581
15,0,10,70366,36484,33882,28828,21524,7304,358,194,164,38871,13654,25217,345,139,206,28,2667,1306,1361
15,0,11,28796,13280,15516,6089,4375,1714,86,33,53,21985,8542,13443,151,60,91,28,722,363,359
15,1,0,62996,33503,29493,637,378,259,64,31,33,61971,32916,29055,411,225,186,28,388,209,179
15,1,1,69832,37494,32338,1664,1216,448,129,79,50,67554,35917,31637,704,398,306,28,614,361,253
15,1,2,67793,35172,32621,7209,5979,1230,627,463,164,58943,28043,30900,3779,2425,1354,28,1641,1150,491
15,1,3,63781,32445,31336,16449,13614,2835,1098,821,277,44681,16985,27696,5344,3128,2216,28,2651,1846,805
15,1,4,53907,27095,26812,23170,19136,4034,991,745,246,28045,6070,21975,3062,1638,1424,28,2692,1889,803
15,1,5,46709,23343,23366,23927,19387,4540,795,571,224,20265,2258,18007,1273,512,761,28,2517,1698,819
15,1,6,44844,22645,22199,24463,19707,4756,740,504,236,18004,1385,16619,734,210,524,28,2377,1553,824
15,1,7,65201,34932,30269,37040,30715,6325,869,617,252,24976,2038,22938,668,210,458,28,3185,2179,1006
15,1,8,39138,21007,18131,20417,17178,3239,469,312,157,16910,2601,14309,333,137,196,28,1811,1228,583
15,1,9,32468,15443,17025,9843,7862,1981,382,231,151,21317,6755,14562,395,118,277,28,1308,826,482
15,1,10,14513,7118,7395,2969,2504,465,83,57,26,11146,4354,6792,127,60,67,28,398,260,138
15,1,11,6562,2949,3613,916,750,166,35,29,6,5485,2084,3401,45,24,21,28,161,115,46
22,0,0,123172,65342,57830,3729,2067,1662,104,60,44,118838,62939,55899,655,338,317,29,605,336,269
22,0,1,137532,72649,64883,6265,3420,2845,282,141,141,129963,68608,61355,1398,811,587,29,1304,621,683
22,0,2,136199,75283,60916,31656,20015,11641,2404,1562,842,99311,52465,46846,11846,7293,4553,29,5232,2803,2429
22,0,3,128631,71311,57320,69559,43849,25710,4062,2663,1399,50445,23074,27371,12169,7633,4536,29,8627,4388,4239
22,0,4,106658,55995,50663,75511,47324,28187,2962,1723,1239,23922,5536,18386,4548,2257,2291,29,7225,3135,4090
22,0,5,90795,45962,44833,69496,41963,27533,2175,1066,1109,15253,1691,13562,1693,525,1168,29,6046,2308,3738
22,0,6,88771,43897,44874,70466,41039,29427,1940,827,1113,12675,1047,11628,1068,228,840,29,5630,1811,3819
22,0,7,143893,74786,69107,115710,70146,45564,2745,1263,1482,19423,1691,17732,1216,253,963,29,8760,2949,5811
22,0,8,96904,48937,47967,74155,44847,29308,1467,641,826,16964,2204,14760,720,170,550,29,5785,1886,3899
22,0,9,113930,51440,62490,71997,40966,31031,1482,582,900,34925,8084,26841,902,249,653,29,7008,2390,4618
22,0,10,61904,32653,29251,27886,19669,8217,572,307,265,30878,11373,19505,379,142,237,29,3140,1611,1529
22,0,11,24323,11693,12630,5864,3948,1916,111,64,47,17675,7327,10348,94,37,57,29,784,418,366
22,1,0,27099,14453,12646,817,450,367,30,12,18,26167,13948,12219,203,112,91,29,115,55,60
22,1,1,30343,16370,13973,1148,650,498,88,62,26,28979,15588,13391,486,281,205,29,216,132,84
22,1,2,29341,15583,13758,3308,2533,775,425,327,98,25177,12444,12733,2998,1680,1318,29,856,606,250
22,1,3,28466,14530,13936,7446,5863,1583,830,606,224,19447,7568,11879,4208,2360,1848,29,1573,1099,474
22,1,4,24638,12389,12249,10351,8323,2028,871,625,246,12521,2867,9654,2358,1197,1161,29,1766,1199,567
22,1,5,20635,10336,10299,10616,8456,2160,729,508,221,8546,946,7600,964,346,618,29,1473,934,539
22,1,6,19496,9769,9727,10621,8358,2263,667,435,232,7428,564,6864,580,159,421,29,1447,847,600
22,1,7,29949,15769,14180,17284,13824,3460,833,535,298,10732,782,9950,599,151,448,29,1933,1163,770
22,1,8,18907,10011,8896,10090,8169,1921,351,226,125,7742,1198,6544,286,69,217,29,1075,644,431
22,1,9,16423,7505,8918,4926,3594,1332,287,148,139,10577,3417,7160,287,79,208,29,920,494,426
22,1,10,7494,3758,3736,1599,1286,313,78,52,26,5586,2271,3315,88,33,55,29,309,201,108
22,1,11,3136,1398,1738,431,304,127,22,14,8,2636,1050,1586,26,17,9,29,69,44,25
30,0,0,271691,144364,127327,2112,1190,922,200,118,82,268348,142504,125844,1217,635,582,30,1231,670,561
30,0,1,296766,158242,138524,7888,4642,3246,691,412,279,285736,151942,133794,2676,1544,1132,30,3142,1658,1484
30,0,2,280262,156606,123656,65682,41534,24148,4056,2678,1378,204634,109935,94699,18644,11835,6809,30,9946,5137,4809
30,0,3,278180,150509,127671,154255,98667,55588,6233,4154,2079,109314,45279,64035,20737,13421,7316,30,14611,6563,8048
30,0,4,230374,119832,110542,165821,105740,60081,4377,2599,1778,52978,9809,43169,7516,3733,3783,30,11575,4283,7292
30,0,5,200627,99817,100810,154850,93596,61254,3217,1647,1570,35915,3202,32713,2736,861,1875,30,9862,3019,6843
30,0,6,195374,96355,99019,155557,91649,63908,2911,1363,1548,30521,2119,28402,1723,403,1320,30,9296,2587,6709
30,0,7,324368,164801,159567,259206,156910,102296,4042,1828,2214,50730,3937,46793,1763,482,1281,30,14432,3954,10478
30,0,8,224032,113486,110546,167747,104528,63219,2140,993,1147,46551,6229,40322,1055,290,765,30,9734,2729,7005
30,0,9,199764,94399,105365,113690,70766,42924,1598,685,913,77028,20682,56346,1095,362,733,30,9046,2951,6095
30,0,10,102790,53049,49741,37551,27343,10208,510,279,231,61614,23878,37736,465,198,267,30,3625,1828,1797
30,0,11,40388,20234,20154,8627,6098,2529,141,90,51,30840,13615,17225,165,87,78,30,921,521,400
30,1,0,121953,64144,57809,840,469,371,136,71,65,120434,63321,57113,746,407,339,30,679,354,325
30,1,1,136474,71762,64712,3085,2101,984,323,197,126,132218,68974,63244,1656,967,689,30,1171,687,484
30,1,2,141064,73982,67082,19980,14864,5116,1443,1060,383,117682,56854,60828,10154,6335,3819,30,3402,2264,1138
30,1,3,144242,72987,71255,49459,37318,12141,2346,1703,643,89479,32174,57305,14604,8209,6395,30,5304,3495,1809
30,1,4,124538,62755,61783,65669,49542,16127,1963,1388,575,53696,9951,43745,7600,3669,3931,30,5173,3262,1911
30,1,5,105274,52205,53069,63656,46335,17321,1404,926,478,37364,3461,33903,3070,1109,1961,30,4254,2409,1845
30,1,6,100321,48620,51701,62268,44244,18024,1162,729,433,34166,2348,31818,1945,553,1392,30,3887,2028,1859
30,1,7,163936,82067,81869,101982,74660,27322,1580,1022,558,55936,4176,51760,1971,662,1309,30,6018,3231,2787
30,1,8,113664,57893,55771,63527,47814,15713,790,533,257,46360,7975,38385,979,467,512,30,3777,2104,1673
30,1,9,78519,37320,41199,24468,17838,6630,414,263,151,51692,18197,33495,688,348,340,30,2359,1285,1074
30,1,10,36186,17315,18871,7004,5425,1579,130,78,52,28308,11391,16917,220,104,116,30,874,499,375
30,1,11,14592,6532,8060,2118,1582,536,39,24,15,12206,4803,7403,102,51,51,30,268,147,121
28,0,0,191946,101238,90708,2433,1353,1080,100,55,45,188085,99133,88952,941,501,440,31,1428,752,676
28,0,1,216365,114608,101757,5333,3065,2268,437,237,200,207533,109812,97721,1997,1174,823,31,3499,1731,1768
28,0,2,220040,116112,103928,30753,19378,11375,4686,3054,1632,177379,90784,86595,18683,11326,7357,31,11908,5950,5958
28,0,3,217770,108506,109264,89424,58366,31058,9496,6315,3181,107428,40695,66733,25063,14225,10838,31,20918,9445,11473
28,0,4,191628,95548,96080,116915,77976,38939,6923,4438,2485,56327,10280,46047,9806,4288,5518,31,18386,7292,11094
28,0,5,169029,83003,86026,116577,74467,42110,4401,2475,1926,37209,3673,33536,3511,971,2540,31,15243,4863,10380
28,0,6,170728,82854,87874,123128,75590,47538,3947,2088,1859,32708,2893,29815,2318,540,1778,31,14892,4371,10521
28,0,7,296401,145793,150608,215645,133859,81786,5142,2640,2502,55824,5105,50719,2384,562,1822,31,24932,6829,18103
28,0,8,226611,110710,115901,153945,98167,55778,2431,1214,1217,54175,7664,46511,1206,318,888,31,18491,4879,13612
28,0,9,192124,87830,104294,98716,63156,35560,1366,616,750,78281,19963,58318,1104,340,764,31,15127,4711,10416
28,0,10,106295,51891,54404,35839,26439,9400,493,293,200,64185,22530,41655,497,186,311,31,6271,2922,3349
28,0,11,40103,19280,20823,7684,5594,2090,138,91,47,30934,12940,17994,250,121,129,31,1485,746,739
28,1,0,46763,25103,21660,400,233,167,30,21,9,46179,24770,21409,237,115,122,31,184,100,84
28,1,1,53048,29219,23829,902,575,327,72,35,37,51756,28444,23312,396,227,169,31,390,200,190
28,1,2,52177,28214,23963,4548,3524,1024,563,390,173,46322,23815,22507,3361,2076,1285,31,1307,875,432
28,1,3,54038,26706,27332,14971,11660,3311,1170,821,349,36664,13554,23110,7005,3561,3444,31,2403,1492,911
28,1,4,50085,24291,25794,24424,18997,5427,948,618,330,23316,4014,19302,3750,1456,2294,31,2345,1280,1065
28,1,5,45426,21925,23501,25576,19493,6083,708,437,271,17751,1385,16366,1562,363,1199,31,2099,1047,1052
28,1,6,44496,21891,22605,26572,19888,6684,625,365,260,15928,1046,14882,984,198,786,31,1996,957,1039
28,1,7,74412,37484,36928,44897,34088,10809,747,450,297,26537,1976,24561,1094,226,868,31,2978,1420,1558
28,1,8,50234,26010,24224,26873,21219,5654,340,219,121,21652,3925,17727,383,127,256,31,1709,866,843
28,1,9,33693,16400,17293,9322,7062,2260,149,86,63,23249,8754,14495,241,114,127,31,1122,584,538
28,1,10,16441,8077,8364,2831,2190,641,48,28,20,13180,5640,7540,93,41,52,31,430,247,183
28,1,11,6201,2914,3287,827,628,199,8,5,3,5273,2227,3046,44,26,18,31,101,59,42
26,0,0,106382,54250,52132,443,244,199,50,27,23,105324,53712,51612,328,188,140,32,615,294,321
26,0,1,136447,69670,66777,1628,820,808,401,190,211,131154,67187,63967,967,494,473,32,3665,1663,2002
26,0,2,124191,63067,61124,16253,8093,8160,5818,2896,2922,95333,49324,46009,12644,6906,5738,32,12605,5650,6955
26,0,3,98682,44687,53995,40015,22673,17342,9459,5319,4140,41587,14872,26715,12997,6605,6392,32,17080,7142,9938
26,0,4,89531,40075,49456,49792,30114,19678,7167,4291,2876,24645,3946,20699,5629,2150,3479,32,15094,6015,9079
26,0,5,87598,38579,49019,54079,31764,22315,5785,3258,2527,19137,1727,17410,2732,768,1964,32,14382,5088,9294
26,0,6,96017,42028,53989,62228,35524,26704,5770,3133,2637,18063,1341,16722,1943,499,1444,32,15726,5163,10563
26,0,7,174703,80534,94169,115420,68231,47189,8281,4685,3596,30981,2745,28236,2106,583,1523,32,28302,9558,18744
26,0,8,130283,59397,70886,75483,46177,29306,3773,2286,1487,34296,5836,28460,1018,401,617,32,20504,7384,13120
26,0,9,123683,51010,72673,45691,27431,18260,1627,926,701,61752,17124,44628,645,266,379,32,16240,6455,9785
26,0,10,70745,30745,40000,13847,9726,4121,372,247,125,51154,17977,33177,209,84,125,32,5744,3042,2702
26,0,11,22581,9274,13307,1992,1373,619,53,29,24,19731,7421,12310,42,18,24,32,858,480,378
26,1,0,20874,10995,9879,95,52,43,5,3,2,20751,10926,9825,60,39,21,32,28,17,11
26,1,1,24234,12675,11559,232,139,93,14,10,4,23927,12503,11424,151,90,61,32,75,33,42
26,1,2,23969,12454,11515,1641,1210,431,192,134,58,21919,10980,10939,1789,1109,680,32,409,264,145
26,1,3,23608,11672,11936,6211,4827,1384,662,470,192,16243,6094,10149,3856,2085,1771,32,1154,751,403
26,1,4,22029,10371,11658,9886,7919,1967,590,442,148,10998,1703,9295,2140,915,1225,32,1145,749,396
26,1,5,21261,9935,11326,10827,8594,2233,508,378,130,9351,698,8653,945,326,619,32,1083,643,440
26,1,6,22345,10586,11759,12196,9517,2679,449,330,119,9090,484,8606,605,195,410,32,1059,585,474
26,1,7,36981,18674,18307,21163,16812,4351,551,425,126,14208,948,13260,511,192,319,32,1610,914,696
26,1,8,23644,12069,11575,11430,9361,2069,238,180,58,11272,2139,9133,246,130,116,32,942,569,373
26,1,9,15571,7242,8329,2907,2333,574,75,55,20,12190,4615,7575,129,56,73,32,474,294,180
26,1,10,7747,3471,4276,811,663,148,17,15,2,6793,2721,4072,36,17,19,32,143,87,56
26,1,11,2713,1125,1588,183,136,47,2,1,1,2504,972,1532,12,2,10,32,26,17,9
29,0,0,50942,26189,24753,336,174,162,35,18,17,50228,25828,24400,230,111,119,33,378,187,191
29,0,1,65849,33844,32005,819,482,337,192,100,92,63950,32808,31142,565,289,276,33,1080,554,526
29,0,2,66266,33900,32366,4794,3022,1772,3318,1947,1371,55868,27902,27966,9782,4797,4985,33,5604,2976,2628
29,0,3,55802,27664,28138,14256,9853,4403,8333,5369,2964,29352,10916,18436,13043,5835,7208,33,12194,6895,5299
29,0,4,51246,25568,25678,20245,14663,5582,7436,5265,2171,18682,3767,14915,6345,2320,4025,33,12319,7138,5181
29,0,5,50973,24749,26224,22960,16404,6556,6069,4254,1815,15958,1879,14079,3267,905,2362,33,12055,6466,5589
29,0,6,54720,26102,28618,25763,18126,7637,5755,3859,1896,15765,1466,14299,2481,535,1946,33,13192,6510,6682
29,0,7,102610,50706,51904,49645,35527,14118,8535,5868,2667,28353,2693,25660,2696,606,2090,33,24612,12486,12126
29,0,8,75379,36968,38411,32023,23907,8116,3778,2631,1147,26894,4521,22373,973,360,613,33,16462,8540,7922
29,0,9,70267,30553,39714,16940,12368,4572,1480,982,498,41643,12204,29439,741,274,467,33,11684,5981,5703
29,0,10,40347,18092,22255,5220,4027,1193,318,215,103,31358,11780,19578,253,98,155,33,3769,2285,1484
29,0,11,13696,5798,7898,983,735,248,96,63,33,11957,4627,7330,93,38,55,33,756,436,320
29,1,0,7666,4086,3580,55,26,29,1,0,1,7584,4047,3537,17,9,8,33,27,13,14
29,1,1,8702,4572,4130,122,84,38,6,5,1,8529,4453,4076,56,36,20,33,51,35,16
29,1,2,8913,4606,4307,672,490,182,125,84,41,7956,3916,4040,880,454,426,33,285,200,85
29,1,3,8966,4420,4546,2239,1688,551,469,318,151,5988,2240,3748,2138,939,1199,33,739,492,247
29,1,4,8696,4322,4374,3732,2918,814,507,363,144,4086,787,3299,1287,466,821,33,878,617,261
29,1,5,8717,4282,4435,4330,3340,990,385,291,94,3570,360,3210,712,175,537,33,817,582,235
29,1,6,9045,4471,4574,4795,3708,1087,295,234,61,3501,242,3259,484,100,384,33,749,521,228
29,1,7,16231,8455,7776,8972,7057,1915,402,300,102,5944,526,5418,451,138,313,33,1315,872,443
29,1,8,10982,5634,5348,5187,4170,1017,140,111,29,4993,906,4087,151,58,93,33,802,558,244
29,1,9,7340,3411,3929,1364,1124,240,40,28,12,5567,1988,3579,65,36,29,33,409,299,110
29,1,10,3726,1686,2040,368,309,59,3,1,2,3247,1301,1946,22,8,14,33,111,76,35
29,1,11,1226,539,687,91,80,11,3,1,2,1113,445,668,6,3,3,33,22,14,8
14,0,0,210240,113226,97014,1966,1134,832,112,64,48,207076,111464,95612,1019,537,482,34,1198,628,570
14,0,1,236671,128811,107860,4743,2816,1927,433,239,194,228605,124331,104274,1889,1112,777,34,3323,1664,1659
14,0,2,242712,130905,111807,31561,20830,10731,5157,3531,1626,197465,103112,94353,20320,12846,7474,34,13686,6963,6723
14,0,3,237377,121331,116046,101013,67177,33836,9571,6655,2916,113612,44173,69439,24119,14428,9691,34,22752,9981,12771
14,0,4,213365,108088,105277,132754,89767,42987,6892,4611,2281,60525,10780,49745,9221,4324,4897,34,20086,7541,12545
14,0,5,192206,94838,97368,133257,85977,47280,4469,2680,1789,42168,3669,38499,3262,859,2403,34,16781,5192,11589
14,0,6,194625,94893,99732,139622,87731,51891,3559,1973,1586,38419,2709,35710,1963,399,1564,34,16584,4453,12131
14,0,7,335356,168842,166514,244435,156577,87858,4420,2357,2063,63763,5033,58730,2115,424,1691,34,27158,7232,19926
14,0,8,240885,120343,120542,165141,108129,57012,2029,1023,1006,56482,7127,49355,1059,281,778,34,19262,5087,14175
14,0,9,200741,92729,108012,103218,68580,34638,1161,526,635,81389,19084,62305,1102,355,747,34,16134,5065,11069
14,0,10,97628,47054,50574,31896,24383,7513,277,156,121,59754,19763,39991,480,169,311,34,5978,2908,3070
14,0,11,35705,16236,19469,7003,5120,1883,99,56,43,27317,10440,16877,186,98,88,34,1385,676,709
14,1,0,96110,51996,44114,691,401,290,29,16,13,95130,51439,43691,349,200,149,34,289,156,133
14,1,1,104434,57140,47294,1841,1260,581,89,63,26,102111,55598,46513,688,404,284,34,482,282,200
14,1,2,109746,59598,50148,12094,10309,1785,661,504,157,95716,47952,47764,5356,3313,2043,34,1936,1337,599
14,1,3,121747,61263,60484,38375,32272,6103,1371,1000,371,79489,26426,53063,11000,5800,5200,34,3883,2565,1318
14,1,4,113849,57488,56361,57021,47402,9619,1213,847,366,52648,7547,45101,5665,2250,3415,34,4180,2539,1641
14,1,5,101694,50556,51138,57272,45746,11526,845,512,333,40651,2764,37887,2418,583,1835,34,3771,2046,1725
14,1,6,98324,48516,49808,57159,44467,12692,722,425,297,37449,2143,35306,1662,327,1335,34,3716,1906,1810
14,1,7,162653,82042,80611,94138,75170,18968,755,432,323,63018,4027,58991,1335,318,1017,34,5497,2845,2652
14,1,8,109922,56779,53143,57613,47353,10260,395,263,132,48934,7473,41461,581,220,361,34,3375,1953,1422
14,1,9,73502,35521,37981,21665,17167,4498,175,96,79,49713,17165,32548,363,171,192,34,2124,1189,935
14,1,10,31730,15245,16485,5724,4608,1116,41,26,15,25356,10227,15129,136,59,77,34,650,410,240
14,1,11,11477,4919,6558,1537,1205,332,8,5,3,9780,3621,6159,52,20,32,34,160,93,67
27,0,0,171164,92211,78953,1978,1114,864,213,113,100,167944,90432,77512,1008,548,460,35,1242,665,577
27,0,1,196703,106623,90080,4703,2917,1786,494,291,203,189282,102288,86994,2013,1134,879,35,2718,1418,1300
27,0,2,190206,104187,86019,30745,21367,9378,3541,2441,1100,150250,78106,72144,14538,9254,5284,35,9211,4714,4497
27,0,3,186928,95271,91657,80151,55793,24358,6510,4373,2137,91077,32859,58218,17931,10096,7835,35,15700,6619,9081
27,0,4,165578,82176,83402,100655,69722,30933,4666,2687,1979,50911,7908,43003,7207,3018,4189,35,14012,4546,9466
27,0,5,146433,71337,75096,98593,65121,33472,3094,1613,1481,35853,2956,32897,2452,620,1832,35,11987,3260,8727
27,0,6,149575,72073,77502,104307,66848,37459,2862,1381,1481,33068,2196,30872,1579,317,1262,35,12200,3029,9171
27,0,7,253742,126370,127372,178823,117567,61256,3654,1691,1963,55649,4170,51479,1686,371,1315,35,19270,4633,14637
27,0,8,187349,93200,94149,124197,84005,40192,1918,883,1035,48960,5810,43150,1034,189,845,35,14192,3385,10807
27,0,9,158056,73695,84361,80331,54866,25465,1091,499,592,66558,15708,50850,930,352,578,35,11167,3121,8046
27,0,10,87609,43497,44112,30095,23346,6749,383,203,180,52937,18059,34878,472,178,294,35,4577,2092,2485
27,0,11,36053,17421,18632,7000,5373,1627,119,70,49,27852,11446,16406,178,72,106,35,1201,602,599
27,1,0,58147,31123,27024,672,379,293,113,58,55,57064,30525,26539,379,200,179,35,411,219,192
27,1,1,64556,34940,29616,1306,906,400,164,96,68,62622,33695,28927,672,390,282,35,628,339,289
27,1,2,65960,34972,30988,6938,5570,1368,606,453,153,57476,28361,29115,4306,2693,1613,35,1546,1041,505
27,1,3,71034,35176,35858,21159,16993,4166,1192,867,325,47068,16313,30755,6936,3766,3170,35,2807,1870,937
27,1,4,64703,31761,32942,31179,24902,6277,1062,749,313,30597,5049,25548,3773,1610,2163,35,2927,1810,1117
27,1,5,56348,27533,28815,31271,24128,7143,784,509,275,22457,1956,20501,1545,372,1173,35,2620,1449,1171
27,1,6,55126,26436,28690,31597,23629,7968,625,411,214,20994,1503,19491,1065,233,832,35,2535,1304,1231
27,1,7,91079,45490,45589,52663,40696,11967,870,549,321,34659,2787,31872,1102,263,839,35,3757,2007,1750
27,1,8,62452,32222,30230,33013,26295,6718,449,303,146,27017,4574,22443,506,160,346,35,2422,1353,1069
27,1,9,43321,20907,22414,12724,9732,2992,255,151,104,29098,10389,18709,354,167,187,35,1499,786,713
27,1,10,20435,9855,10580,3963,3075,888,69,47,22,15965,6498,9467,117,39,78,35,507,282,225
27,1,11,8464,3907,4557,1225,977,248,25,10,15,7060,2824,4236,46,17,29,35,179,106,73
