District_Code,Area_Name,Total_Rural_Urban,Age_Group,Population_Persons,Population_Males,Population_Females,Main_Workers_Persons,Main_Workers_Males,Main_Workers_Females,Marginal_0_to_6_Persons,Marginal_0_to_6_Males,Marginal_0_to_6_Females,Marginal_Seeking_Persons,Marginal_Seeking_Males,Marginal_Seeking_Females,Non_Workers_Total_Persons,Non_Workers_Total_Males,Non_Workers_Total_Females,Non_Workers_Seeking_Persons,Non_Workers_Seeking_Males,Non_Workers_Seeking_Females
29,Osmanabad,Rural,80+,19691,9327,10364,3841,2828,1013,933,425,508,98,45,53,14917,6074,8843,135,56,79
29,Osmanabad,Urban,05-09,27999,14590,13409,176,99,77,32,19,13,4,2,2,27791,14472,13319,316,169,147
29,Osmanabad,Urban,10-14,30717,16122,14595,620,463,157,196,135,61,69,48,21,29901,15524,14377,809,455,354
29,Osmanabad,Urban,15-19,25340,13858,11482,2688,2280,408,727,523,204,327,247,80,21925,11055,10870,3530,2182,1348
29,Osmanabad,Urban,20-24,20816,11017,9799,5346,4593,753,1053,733,320,549,421,128,14417,5691,8726,3942,2555,1387
29,Osmanabad,Urban,25-29,18366,8939,9427,7710,6415,1295,1137,652,485,564,388,176,9519,1872,7647,1989,1102,887
29,Osmanabad,Urban,30-34,16647,8330,8317,8754,7226,1528,1057,544,513,489,323,166,6836,560,6276,810,329,481
29,Osmanabad,Urban,35-39,15764,7980,7784,8878,7279,1599,979,428,551,389,231,158,5907,273,5634,426,98,328
29,Osmanabad,Urban,40-49,21413,11875,9538,12972,10994,1978,1158,529,629,403,246,157,7283,352,6931,325,84,241
29,Osmanabad,Urban,50-59,12245,6660,5585,6776,5674,1102,628,274,354,207,99,108,4841,712,4129,163,43,120
29,Osmanabad,Urban,60-69,11843,5036,6807,3345,2533,812,644,299,345,160,74,86,7854,2204,5650,176,56,120
29,Osmanabad,Urban,70-79,5536,2787,2749,1200,1042,158,189,118,71,42,28,14,4147,1627,2520,52,20,32
29,Osmanabad,Urban,80+,2365,1026,1339,255,203,52,60,30,30,15,6,9,2050,793,1257,17,9,8
30,Solapur,Rural,05-09,296339,153777,142562,2094,1160,934,3219,1527,1692,97,45,52,291026,151090,139936,1110,613,497
30,Solapur,Rural,10-14,328307,174362,153945,15557,8786,6771,21377,10265,11112,1521,839,682,291373,155311,136062,2849,1636,1213
30,Solapur,Rural,15-19,238401,141275,97126,76124,51177,24947,32064,15942,16122,8084,5754,2330,130213,74156,56057,15441,11165,4276
30,Solapur,Rural,20-24,207077,109969,97108,125754,78573,47181,28845,10758,18087,9146,6327,2819,52478,20638,31840,12059,8717,3342
30,Solapur,Rural,25-29,194487,95334,99153,140903,84624,56279,24377,6072,18305,6320,3537,2783,29207,4638,24569,4474,2421,2053
30,Solapur,Rural,30-34,185058,90158,94900,144352,84590,59762,20866,4130,16736,4377,2044,2333,19840,1438,18402,1661,567,1094
30,Solapur,Rural,35-39,181348,89075,92273,144272,84373,59899,19571,3588,15983,3605,1571,2034,17505,1114,16391,1156,299,857
30,Solapur,Rural,40-49,268489,141234,127255,214771,134155,80616,27545,4967,22578,4355,1772,2583,26173,2112,24061,1201,329,872
30,Solapur,Rural,50-59,171948,88301,83647,126147,80599,45548,18767,3710,15057,1987,759,1228,27034,3992,23042,740,179,561
30,Solapur,Rural,60-69,166305,76511,89794,84622,54281,30341,19861,5643,14218,1288,503,785,61822,16587,45235,968,282,686
30,Solapur,Rural,70-79,75796,39772,36024,22472,17383,5089,6717,3361,3356,313,183,130,46607,19028,27579,440,173,267
30,Solapur,Rural,80+,28840,14029,14811,5370,3866,1504,1590,784,806,79,42,37,21880,9379,12501,97,40,57
30,Solapur,Urban,05-09,133417,68914,64503,649,383,266,152,67,85,14,10,4,132616,68464,64152,982,549,433
30,Solapur,Urban,10-14,149751,77788,71963,5038,2879,2159,1176,633,543,213,153,60,143537,74276,69261,2695,1617,1078
30,Solapur,Urban,15-19,130251,69921,60330,24201,16907,7294,3552,2327,1225,1277,1032,245,102498,50687,51811,14245,9692,4553
30,Solapur,Urban,20-24,112095,57614,54481,41948,31584,10364,4299,2679,1620,1840,1521,319,65848,23351,42497,14825,9843,4982
30,Solapur,Urban,25-29,99688,47896,51792,52219,39086,13133,4229,2128,2101,1594,1216,378,43240,6682,36558,7239,3830,3409
30,Solapur,Urban,30-34,89637,44312,45325,53833,40219,13614,3928,1716,2212,1363,924,439,31876,2377,29499,2917,1256,1661
30,Solapur,Urban,35-39,87923,42450,45473,54132,39250,14882,3996,1584,2412,1320,851,469,29795,1616,28179,2037,714,1323
30,Solapur,Urban,40-49,130888,70104,60784,84121,64226,19895,5350,2410,2940,1597,1119,478,41417,3468,37949,2223,981,1242
30,Solapur,Urban,50-59,78116,41286,36830,42957,33183,9774,2743,1234,1509,567,369,198,32416,6869,25547,1013,572,441
30,Solapur,Urban,60-69,59966,27231,32735,16838,12173,4665,1897,846,1051,303,167,136,41231,14212,27019,684,339,345
30,Solapur,Urban,70-79,27202,13381,13821,4791,3831,960,617,357,260,86,54,32,21794,9193,12601,205,124,81
30,Solapur,Urban,80+,10118,4607,5511,1285,986,299,152,82,70,19,10,9,8681,3539,5142,69,30,39
31,Satara,Rural,05-09,236728,123027,113701,695,403,292,2926,1442,1484,42,23,19,233107,121182,111925,651,347,304
31,Satara,Rural,10-14,274537,142085,132452,5771,2961,2810,14113,6753,7360,582,312,270,254653,132371,122282,1950,1159,791
31,Satara,Rural,15-19,226844,123467,103377,43416,28365,15051,30489,14062,16427,7949,5814,2135,152939,81040,71899,18961,13674,5287
31,Satara,Rural,20-24,198594,99876,98718,95112,61667,33445,34820,13230,21590,11733,8881,2852,68662,24979,43683,17012,11669,5343
31,Satara,Rural,25-29,183481,86967,96514,116994,73664,43330,29796,7883,21913,7585,5009,2576,36691,5420,31271,5997,3256,2741
31,Satara,Rural,30-34,166196,79039,87157,118538,72364,46174,23905,4986,18919,4502,2662,1840,23753,1689,22064,1884,754,1130
31,Satara,Rural,35-39,166228,75838,90390,121839,70623,51216,23415,4051,19364,3484,1786,1698,20974,1164,19810,1218,357,861
31,Satara,Rural,40-49,262844,128569,134275,196316,120246,76070,33880,5873,28007,3459,1728,1731,32648,2450,30198,1263,378,885
31,Satara,Rural,50-59,180193,88406,91787,123252,79056,44196,23551,4280,19271,1351,630,721,33390,5070,28320,585,191,394
31,Satara,Rural,60-69,176161,77923,98238,81277,53455,27822,22245,5794,16451,801,339,462,72639,18674,53965,795,200,595
31,Satara,Rural,70-79,79575,40097,39478,21351,17225,4126,6204,2944,3260,133,77,56,52020,19928,32092,278,103,175
31,Satara,Rural,80+,28190,13067,15123,3636,2817,819,1110,554,556,41,25,16,23444,9696,13748,77,32,45
31,Satara,Urban,05-09,37313,19822,17491,77,59,18,21,14,7,3,2,1,37215,19749,17466,139,71,68
31,Satara,Urban,10-14,46264,25022,21242,426,318,108,244,122,122,57,34,23,45594,24582,21012,425,255,170
31,Satara,Urban,15-19,40906,22638,18268,4097,3566,531,990,701,289,349,283,66,35819,18371,17448,3543,2332,1211
31,Satara,Urban,20-24,37704,19250,18454,11176,9478,1698,1815,1194,621,826,682,144,24713,8578,16135,5415,3275,2140
31,Satara,Urban,25-29,34979,17118,17861,16605,13810,2795,1803,970,833,715,529,186,16571,2338,14233,2661,1264,1397
31,Satara,Urban,30-34,31444,15886,15558,17687,14411,3276,1646,774,872,581,393,188,12111,701,11410,1053,365,688
31,Satara,Urban,35-39,29850,14583,15267,17206,13481,3725,1517,635,882,468,291,177,11127,467,10660,712,216,496
31,Satara,Urban,40-49,45288,23796,21492,27519,21994,5525,2032,864,1168,474,328,146,15737,938,14799,599,182,417
31,Satara,Urban,50-59,27896,14659,13237,14713,12016,2697,1046,467,579,162,107,55,12137,2176,9961,196,97,99
31,Satara,Urban,60-69,20562,9640,10922,5174,4017,1157,722,344,378,70,44,26,14666,5279,9387,163,73,90
31,Satara,Urban,70-79,9461,4662,4799,1457,1235,222,218,112,106,26,15,11,7786,3315,4471,41,16,25
31,Satara,Urban,80+,3327,1576,1751,296,247,49,60,37,23,9,4,5,2971,1292,1679,9,3,6
32,Ratnagiri,Rural,05-09,152799,77678,75121,507,254,253,1147,526,621,18,6,12,151145,76898,74247,340,173,167
32,Ratnagiri,Rural,10-14,170285,86837,83448,3326,1294,2032,9698,4096,5602,543,254,289,157261,81447,75814,1092,608,484
32,Ratnagiri,Rural,15-19,145732,68402,77330,32537,13959,18578,28790,10606,18184,7631,4141,3490,84405,43837,40568,10011,6204,3807
32,Ratnagiri,Rural,20-24,112922,48898,64024,52169,28515,23654,24735,9077,15658,8359,5811,2548,36018,11306,24712,9017,5686,3331
32,Ratnagiri,Rural,25-29,108622,46313,62309,62371,36487,25884,21209,6585,14624,5670,3967,1703,25042,3241,21801,3994,1959,2035
32,Ratnagiri,Rural,30-34,98835,43603,55232,63402,36921,26481,18080,5119,12961,3726,2465,1261,17353,1563,15790,1683,774,909
32,Ratnagiri,Rural,35-39,100657,43398,57259,66843,37282,29561,18583,4913,13670,3143,2046,1097,15231,1203,14028,1118,450,668
32,Ratnagiri,Rural,40-49,157578,71112,86466,103719,60431,43288,28565,7920,20645,3091,2069,1022,25294,2761,22533,1190,570,620
32,Ratnagiri,Rural,50-59,120663,52363,68300,65629,40053,25576,22689,6430,16259,972,631,341,32345,5880,26465,468,250,218
32,Ratnagiri,Rural,60-69,116610,49220,67390,37739,25694,12045,19582,7163,12419,339,205,134,59289,16363,42926,299,152,147
32,Ratnagiri,Rural,70-79,52331,23383,28948,8953,7164,1789,5505,2970,2535,71,49,22,37873,13249,24624,109,42,67
32,Ratnagiri,Rural,80+,17599,7522,10077,1483,1146,337,870,487,383,17,13,4,15246,5889,9357,27,9,18
32,Ratnagiri,Urban,05-09,17571,9170,8401,35,24,11,17,8,9,2,1,1,17519,9138,8381,79,46,33
32,Ratnagiri,Urban,10-14,19696,10211,9485,306,165,141,128,52,76,14,5,9,19262,9994,9268,206,105,101
32,Ratnagiri,Urban,15-19,19453,10355,9098,2847,2297,550,711,384,327,248,156,92,15895,7674,8221,1575,968,607
32,Ratnagiri,Urban,20-24,19069,10152,8917,7019,5957,1062,1049,667,382,539,409,130,11001,3528,7473,2581,1524,1057
32,Ratnagiri,Urban,25-29,18431,9135,9296,9082,7666,1416,941,502,439,420,304,116,8408,967,7441,1251,555,696
32,Ratnagiri,Urban,30-34,16537,8532,8005,9459,7848,1611,746,294,452,245,169,76,6332,390,5942,537,204,333
32,Ratnagiri,Urban,35-39,15119,7704,7415,8747,7094,1653,755,300,455,228,162,66,5617,310,5307,296,127,169
32,Ratnagiri,Urban,40-49,21756,11520,10236,12906,10453,2453,990,405,585,231,167,64,7860,662,7198,292,153,139
32,Ratnagiri,Urban,50-59,13271,6741,6530,6300,5205,1095,509,234,275,63,39,24,6462,1302,5160,127,74,53
32,Ratnagiri,Urban,60-69,8938,4118,4820,1604,1364,240,303,162,141,19,14,5,7031,2592,4439,41,19,22
32,Ratnagiri,Urban,70-79,4157,1882,2275,370,326,44,107,68,39,3,3,0,3680,1488,2192,22,8,14
32,Ratnagiri,Urban,80+,1352,541,811,95,87,8,20,11,9,1,1,0,1237,443,794,13,5,8
33,Sindhudurg,Rural,05-09,71226,36035,35191,207,108,99,457,204,253,16,7,9,70562,35723,34839,225,108,117
33,Sindhudurg,Rural,10-14,79848,40781,39067,819,400,419,3718,1661,2057,303,148,155,75311,38720,36591,729,366,363
33,Sindhudurg,Rural,15-19,74559,36950,37609,9833,5486,4347,17995,7704,10291,8024,3976,4048,46731,23760,22971,10638,5665,4973
33,Sindhudurg,Rural,20-24,62635,29150,33485,20521,12944,7577,22066,9437,12629,11251,6893,4358,20048,6769,13279,8656,4305,4351
33,Sindhudurg,Rural,25-29,60638,27501,33137,26706,17607,9099,19931,7609,12322,7978,5129,2849,14001,2285,11716,3979,1562,2417
33,Sindhudurg,Rural,30-34,54651,26086,28565,28134,19083,9051,16906,6045,10861,4659,3125,1534,9611,958,8653,1378,499,879
33,Sindhudurg,Rural,35-39,54341,25611,28730,29058,19349,9709,16586,5537,11049,3898,2447,1451,8697,725,7972,848,266,582
33,Sindhudurg,Rural,40-49,87802,42971,44831,46865,32178,14687,26729,9189,17540,4256,2860,1396,14208,1604,12604,867,309,558
33,Sindhudurg,Rural,50-59,67390,30492,36898,28713,20163,8550,20208,6946,13262,1381,903,478,18469,3383,15086,416,163,253
33,Sindhudurg,Rural,60-69,66654,28288,38366,15281,11319,3962,15895,6760,9135,533,302,231,35478,10209,25269,368,91,277
33,Sindhudurg,Rural,70-79,30097,13433,16664,3602,2990,612,4156,2271,1885,99,68,31,22339,8172,14167,121,37,84
33,Sindhudurg,Rural,80+,9569,4152,5417,642,523,119,717,398,319,49,37,12,8210,3231,4979,29,13,16
33,Sindhudurg,Urban,05-09,6775,3507,3268,10,7,3,9,5,4,1,1,0,6756,3495,3261,41,17,24
33,Sindhudurg,Urban,10-14,7889,4147,3742,67,48,19,83,50,33,6,3,3,7739,4049,3690,132,55,77
33,Sindhudurg,Urban,15-19,7675,3969,3706,750,591,159,484,299,185,258,167,91,6441,3079,3362,1405,617,788
33,Sindhudurg,Urban,20-24,7590,3833,3757,2084,1702,382,949,566,383,570,393,177,4557,1565,2992,2013,934,1079
33,Sindhudurg,Urban,25-29,7465,3541,3924,3092,2562,530,881,524,357,503,376,127,3492,455,3037,1031,336,695
33,Sindhudurg,Urban,30-34,7207,3709,3498,3725,3134,591,756,386,370,321,245,76,2726,189,2537,428,112,316
33,Sindhudurg,Urban,35-39,6748,3437,3311,3644,2991,653,692,309,383,219,166,53,2412,137,2275,227,63,164
33,Sindhudurg,Urban,40-49,10260,5459,4801,5810,4742,1068,945,434,511,197,145,52,3505,283,3222,268,76,192
33,Sindhudurg,Urban,50-59,6581,3327,3254,2992,2505,487,556,272,284,78,57,21,3033,550,2483,131,43,88
33,Sindhudurg,Urban,60-69,4798,2134,2664,883,744,139,298,176,122,16,13,3,3617,1214,2403,50,32,18
33,Sindhudurg,Urban,70-79,2167,914,1253,217,193,24,75,54,21,1,1,0,1875,667,1208,24,10,14
33,Sindhudurg,Urban,80+,709,303,406,56,47,9,14,8,6,2,1,1,639,248,391,5,2,3
34,Kolhapur,Rural,05-09,247885,131173,116712,984,557,427,2599,1281,1318,41,16,25,244302,129335,114967,836,453,383
34,Kolhapur,Rural,10-14,267509,140447,127062,7074,3736,3338,19230,9493,9737,840,486,354,241205,127218,113987,1931,1096,835
34,Kolhapur,Rural,15-19,226426,127338,99088,50896,33704,17192,37353,18954,18399,8476,6272,2204,138177,74680,63497,14477,10369,4108
34,Kolhapur,Rural,20-24,205273,105336,99937,113334,70871,42463,32911,12516,20395,10174,7893,2281,59028,21949,37079,11450,8176,3274
34,Kolhapur,Rural,25-29,199167,96764,102403,140313,86371,53942,26494,6028,20466,5680,3762,1918,32360,4365,27995,4019,2251,1768
34,Kolhapur,Rural,30-34,187960,91195,96765,145298,86690,58608,21544,3341,18203,3094,1632,1462,21118,1164,19954,1137,397,740
34,Kolhapur,Rural,35-39,183580,88139,95441,144866,84470,60396,20185,2712,17473,2424,1177,1247,18529,957,17572,719,196,523
34,Kolhapur,Rural,40-49,287430,146538,140892,228762,140286,88476,29755,4224,25531,2540,1192,1348,28913,2028,26885,646,191,455
34,Kolhapur,Rural,50-59,187496,94614,92882,134784,87054,47730,21146,3323,17823,1074,455,619,31566,4237,27329,443,122,321
34,Kolhapur,Rural,60-69,160939,72245,88694,76647,51839,24808,19036,5203,13833,603,223,380,65256,15203,50053,572,163,409
34,Kolhapur,Rural,70-79,68935,32426,36509,18408,14666,3742,5360,2558,2802,127,68,59,45167,15202,29965,265,99,166
34,Kolhapur,Rural,80+,24119,10602,13517,3999,2935,1064,1077,498,579,34,21,13,19043,7169,11874,77,36,41
34,Kolhapur,Urban,05-09,99029,53470,45559,292,182,110,107,58,49,5,3,2,98630,53230,45400,364,199,165
34,Kolhapur,Urban,10-14,113062,60159,52903,1607,1220,387,513,311,202,71,56,15,110942,58628,52314,967,636,331
34,Kolhapur,Urban,15-19,104860,57723,47137,14147,12767,1380,2084,1490,594,671,589,82,88629,43466,45163,6667,4589,2078
34,Kolhapur,Urban,20-24,103392,53562,49830,35469,31717,3752,3171,2034,1137,1307,1100,207,64752,19811,44941,9402,6216,3186
34,Kolhapur,Urban,25-29,97349,48316,49033,48422,41994,6428,3016,1502,1514,991,764,227,45911,4820,41091,4420,2305,2115
34,Kolhapur,Urban,30-34,87523,44585,42938,50138,42161,7977,2760,1070,1690,741,484,257,34625,1354,33271,1541,574,967
34,Kolhapur,Urban,35-39,82884,41250,41634,48132,39424,8708,2642,892,1750,617,390,227,32110,934,31176,962,292,670
34,Kolhapur,Urban,40-49,123377,65328,58049,73869,61860,12009,3386,1295,2091,617,369,248,46122,2173,43949,882,277,605
34,Kolhapur,Urban,50-59,74977,39757,35220,39164,33356,5808,1827,759,1068,197,129,68,33986,5642,28344,388,207,181
34,Kolhapur,Urban,60-69,49010,23029,25981,12712,10409,2303,1202,548,654,94,50,44,35096,12072,23024,269,90,179
34,Kolhapur,Urban,70-79,20227,9296,10931,2989,2546,443,335,201,134,19,17,2,16903,6549,10354,88,32,56
34,Kolhapur,Urban,80+,7599,3232,4367,819,686,133,80,43,37,4,4,0,6700,2503,4197,27,14,13
35,Sangli,Rural,05-09,196073,103578,92495,1095,677,418,5378,2706,2672,43,20,23,189600,100195,89405,820,460,360
35,Sangli,Rural,10-14,225039,118481,106558,6209,3797,2412,22421,11491,10930,622,378,244,196409,103193,93216,1596,912,684
35,Sangli,Rural,15-19,170832,97431,73401,37606,27069,10537,29660,14543,15117,5238,3817,1421,103566,55819,47747,10058,7205,2853
35,Sangli,Rural,20-24,157531,80618,76913,79520,54380,25140,30838,9795,21043,7444,5449,1995,47173,16443,30730,9497,6275,3222
35,Sangli,Rural,25-29,150038,70999,79039,95611,62522,33089,27188,5187,22001,4737,2950,1787,27239,3290,23949,3589,1650,1939
35,Sangli,Rural,30-34,138574,66410,72164,97077,62163,34914,22407,3165,19242,2574,1356,1218,19090,1082,18008,1079,346,733
35,Sangli,Rural,35-39,137982,65307,72675,98825,61739,37086,22104,2679,19425,2058,931,1127,17053,889,16164,714,194,520
35,Sangli,Rural,40-49,215408,109361,106047,156888,103413,53475,32548,4177,28371,2214,1028,1186,25972,1771,24201,809,171,638
35,Sangli,Rural,50-59,146890,73649,73241,99264,67487,31777,22384,3128,19256,955,383,572,25242,3034,22208,358,79,279
35,Sangli,Rural,60-69,135278,62149,73129,65435,45936,19499,20127,4835,15292,533,210,323,49716,11378,38338,578,114,464
35,Sangli,Rural,70-79,64646,32815,31831,18981,15591,3390,6370,2909,3461,142,71,71,39295,14315,24980,270,84,186
35,Sangli,Rural,80+,25698,12210,13488,3754,2988,766,1287,650,637,28,9,19,20657,8572,12085,66,23,43
35,Sangli,Urban,05-09,60577,32360,28217,145,99,46,78,45,33,6,4,2,60354,32216,28138,245,145,100
35,Sangli,Urban,10-14,69561,36702,32859,967,736,231,516,322,194,78,63,15,68078,35644,32434,615,369,246
35,Sangli,Urban,15-19,63661,34727,28934,7988,7027,961,2070,1411,659,685,565,120,53603,26289,27314,4834,3251,1583
35,Sangli,Urban,20-24,61630,31278,30352,19980,17124,2856,3317,1951,1366,1317,1070,247,38333,12203,26130,6568,3921,2647
35,Sangli,Urban,25-29,55825,26775,29050,27035,22494,4541,3375,1509,1866,1118,802,316,25415,2772,22643,3169,1396,1773
35,Sangli,Urban,30-34,49984,24986,24998,28522,23027,5495,3045,1134,1911,875,603,272,18417,825,17592,1204,383,821
35,Sangli,Urban,35-39,48136,23332,24804,27768,21701,6067,3041,1038,2003,803,512,291,17327,593,16734,823,205,618
35,Sangli,Urban,40-49,71843,37844,33999,43451,35160,8291,3975,1441,2534,879,547,332,24417,1243,23174,849,233,616
35,Sangli,Urban,50-59,44621,23599,21022,23813,19620,4193,2255,901,1354,392,254,138,18553,3078,15475,418,112,306
35,Sangli,Urban,60-69,32375,14985,17390,8887,6968,1919,1474,575,899,136,59,77,22014,7442,14572,233,86,147
35,Sangli,Urban,70-79,14299,7056,7243,2503,2131,372,358,191,167,29,16,13,11438,4734,6704,81,36,45
35,Sangli,Urban,80+,5482,2540,2942,554,471,83,90,46,44,11,5,6,4838,2023,2815,18,10,8
