District_Code,Area_Name,Total_Rural_Urban,Age_Group,Population_Persons,Population_Males,Population_Females,Main_Workers_Persons,Main_Workers_Males,Main_Workers_Females,Marginal_0_to_6_Persons,Marginal_0_to_6_Males,Marginal_0_to_6_Females,Marginal_Seeking_Persons,Marginal_Seeking_Males,Marginal_Seeking_Females,Non_Workers_Total_Persons,Non_Workers_Total_Males,Non_Workers_Total_Females,Non_Workers_Seeking_Persons,Non_Workers_Seeking_Males,Non_Workers_Seeking_Females,Location,Year
16,11,0,5,58320,28924,29396,49968,27533,22435,3859,944,2915,1395,578,817,4493,447,4046,441,191,250,"Hingoli, Maharashtra, India",2001
16,11,0,6,52941,26865,26076,45979,25842,20137,3380,731,2649,1067,404,663,3582,292,3290,267,73,194,"Hingoli, Maharashtra, India",2001
16,11,0,7,72409,38478,33931,62930,36974,25956,4457,1049,3408,1282,529,753,5022,455,4567,245,72,173,"Hingoli, Maharashtra, India",2001
16,11,0,8,43098,21347,21751,34956,19947,15009,2998,630,2368,638,244,394,5144,770,4374,144,44,100,"Hingoli, Maharashtra, India",2001
16,11,0,9,55752,23875,31877,33006,18580,14426,4501,1213,3288,632,235,397,18245,4082,14163,348,95,253,"Hingoli, Maharashtra, India",2001
16,11,0,10,25524,12757,12767,8949,6644,2305,1512,740,772,148,79,69,15063,5373,9690,159,56,103,"Hingoli, Maharashtra, India",2001
16,11,0,11,10041,4304,5737,1611,1186,425,348,193,155,34,22,12,8082,2925,5157,23,5,18,"Hingoli, Maharashtra, India",2001
16,11,1,0,20022,10295,9727,57,33,24,9,6,3,2,0,2,19956,10256,9700,123,68,55,"Hingoli, Maharashtra, India",2001
16,11,1,1,21724,11426,10298,603,424,179,159,114,45,51,41,10,20962,10888,10074,375,232,143,"Hingoli, Maharashtra, India",2001
16,11,1,2,16015,9001,7014,2156,1853,303,483,384,99,213,180,33,13376,6764,6612,1329,895,434,"Hingoli, Maharashtra, India",2001
16,11,1,3,12544,6561,5983,3982,3352,630,546,389,157,258,219,39,8016,2820,5196,1360,908,452,"Hingoli, Maharashtra, India",2001
16,11,1,4,11871,5669,6202,5328,4410,918,554,315,239,234,167,67,5989,944,5045,776,431,345,"Hingoli, Maharashtra, India",2001
16,11,1,5,11057,5624,5433,6138,5110,1028,529,269,260,232,151,81,4390,245,4145,283,126,157,"Hingoli, Maharashtra, India",2001
16,11,1,6,10305,5199,5106,5793,4833,960,522,239,283,204,137,67,3990,127,3863,182,49,133,"Hingoli, Maharashtra, India",2001
16,11,1,7,13775,7714,6061,8480,7222,1258,593,308,285,227,140,87,4702,184,4518,172,47,125,"Hingoli, Maharashtra, India",2001
16,11,1,8,7288,3841,3447,4034,3375,659,294,135,159,78,51,27,2960,331,2629,77,34,43,"Hingoli, Maharashtra, India",2001
16,11,1,9,7711,3130,4581,2380,1841,539,339,151,188,90,46,44,4992,1138,3854,99,18,81,"Hingoli, Maharashtra, India",2001
16,11,1,10,3375,1661,1714,716,637,79,89,59,30,19,12,7,2570,965,1605,23,14,9,"Hingoli, Maharashtra, India",2001
16,11,1,11,1239,514,725,112,105,7,15,10,5,2,1,1,1112,399,713,6,2,4,"Hingoli, Maharashtra, India",2001
17,23,0,0,136775,70255,66520,618,360,258,409,165,244,32,17,15,135748,69730,66018,546,311,235,"Parbhani, Maharashtra, India",2001
17,23,0,1,141542,75140,66402,10019,5671,4348,5249,1919,3330,844,407,437,126274,67550,58724,1574,861,713,"Parbhani, Maharashtra, India",2001
17,23,0,2,90321,51291,39030,35621,21797,13824,9543,3364,6179,2446,1388,1058,45157,26130,19027,3771,2535,1236,"Parbhani, Maharashtra, India",2001
17,23,0,3,72858,37794,35064,49013,28340,20673,8981,2373,6608,2391,1335,1056,14864,7081,7783,2613,1911,702,"Parbhani, Maharashtra, India",2001
17,23,0,4,70450,33279,37171,54169,30338,23831,8343,1388,6955,1950,807,1143,7938,1553,6385,1076,596,480,"Parbhani, Maharashtra, India",2001
17,23,0,5,71568,34446,37122,58286,32796,25490,7695,1094,6601,1721,624,1097,5587,556,5031,461,157,304,"Parbhani, Maharashtra, India",2001
17,23,0,6,67319,34012,33307,55918,32757,23161,6761,922,5839,1486,501,985,4640,333,4307,288,70,218,"Parbhani, Maharashtra, India",2001
17,23,0,7,92726,49203,43523,77014,47198,29816,8893,1286,7607,1766,653,1113,6819,719,6100,317,80,237,"Parbhani, Maharashtra, India",2001
17,23,0,8,56112,27325,28787,42566,25324,17242,6182,857,5325,900,262,638,7364,1144,6220,174,42,132,"Parbhani, Maharashtra, India",2001
17,23,0,9,78770,33871,44899,43136,25444,17692,8207,1926,6281,912,323,589,27427,6501,20926,303,66,237,"Parbhani, Maharashtra, India",2001
17,23,0,10,32290,16261,16029,10124,7811,2313,2147,1036,1111,213,136,77,20019,7414,12605,148,59,89,"Parbhani, Maharashtra, India",2001
17,23,0,11,11280,4457,6823,1517,1090,427,387,175,212,34,18,16,9376,3192,6184,43,18,25,"Parbhani, Maharashtra, India",2001
17,23,1,0,62665,32800,29865,162,123,39,64,37,27,10,7,3,62439,32640,29799,496,266,230,"Parbhani, Maharashtra, India",2001
17,23,1,1,67584,35882,31702,1330,1098,232,457,315,142,138,103,35,65797,34469,31328,1450,862,588,"Parbhani, Maharashtra, India",2001
17,23,1,2,51193,27968,23225,6344,5576,768,1270,918,352,540,429,111,43579,21474,22105,5058,3150,1908,"Parbhani, Maharashtra, India",2001
17,23,1,3,40062,21045,19017,11251,9690,1561,1558,1025,533,708,586,122,27253,10330,16923,5422,3501,1921,"Parbhani, Maharashtra, India",2001
17,23,1,4,35907,17476,18431,15608,13278,2330,1627,887,740,707,508,199,18672,3311,15361,2958,1600,1358,"Parbhani, Maharashtra, India",2001
17,23,1,5,34047,16826,17221,18043,15129,2914,1608,748,860,633,413,220,14396,949,13447,1279,454,825,"Parbhani, Maharashtra, India",2001
17,23,1,6,32917,16394,16523,18464,15312,3152,1530,644,886,562,345,217,12923,438,12485,810,158,652,"Parbhani, Maharashtra, India",2001
17,23,1,7,45809,25116,20693,27812,23701,4111,1736,743,993,605,374,231,16261,672,15589,747,159,588,"Parbhani, Maharashtra, India",2001
17,23,1,8,25110,13237,11873,13615,11481,2134,931,362,569,283,144,139,10564,1394,9170,343,94,249,"Parbhani, Maharashtra, India",2001
17,23,1,9,23594,10016,13578,6730,5187,1543,911,419,492,213,117,96,15953,4410,11543,257,96,161,"Parbhani, Maharashtra, India",2001
17,23,1,10,10390,4971,5419,2019,1704,315,271,144,127,61,33,28,8100,3123,4977,80,41,39,"Parbhani, Maharashtra, India",2001
17,23,1,11,3758,1556,2202,340,289,51,51,28,23,7,4,3,3367,1239,2128,23,14,9,"Parbhani, Maharashtra, India",2001
18,13,0,0,166479,86095,80384,924,482,442,398,158,240,48,26,22,165157,85455,79702,776,412,364,"Jalna, Maharashtra, India",2001
18,13,0,1,180856,96754,84102,10888,5550,5338,6132,2183,3949,1020,466,554,163836,89021,74815,1818,1073,745,"Jalna, Maharashtra, India",2001
18,13,0,2,119405,67587,51818,43204,25429,17775,13448,5327,8121,3969,2290,1679,62753,36831,25922,6691,4731,1960,"Jalna, Maharashtra, India",2001
18,13,0,3,94520,49737,44783,62235,36366,25869,12135,4105,8030,3868,2345,1523,20150,9266,10884,3975,2977,998,"Jalna, Maharashtra, India",2001
18,13,0,4,86932,41215,45717,65405,37118,28287,10630,2399,8231,3070,1435,1635,10897,1698,9199,1452,750,702,"Jalna, Maharashtra, India",2001
18,13,0,5,88592,42113,46479,70518,39620,30898,9995,1842,8153,2676,1095,1581,8079,651,7428,640,179,461,"Jalna, Maharashtra, India",2001
18,13,0,6,83804,42611,41193,68427,40492,27935,8748,1596,7152,2218,913,1305,6629,523,6106,475,117,358,"Jalna, Maharashtra, India",2001
18,13,0,7,115774,61196,54578,94536,57971,36565,11552,2174,9378,2439,985,1454,9686,1051,8635,522,133,389,"Jalna, Maharashtra, India",2001
18,13,0,8,71512,35328,36184,53188,32206,20982,7692,1466,6226,1148,412,736,10632,1656,8976,287,77,210,"Jalna, Maharashtra, India",2001
18,13,0,9,90278,38863,51415,47199,28449,18750,9712,2412,7300,1169,389,780,33367,8002,25365,754,161,593,"Jalna, Maharashtra, India",2001
18,13,0,10,43028,21384,21644,12779,9720,3059,3011,1446,1565,267,147,120,27238,10218,17020,312,100,212,"Jalna, Maharashtra, India",2001
18,13,0,11,15664,6422,9242,2513,1787,726,643,273,370,68,27,41,12508,4362,8146,43,19,24,"Jalna, Maharashtra, India",2001
18,13,1,0,38797,20276,18521,165,99,66,53,28,25,3,2,1,38579,20149,18430,218,127,91,"Jalna, Maharashtra, India",2001
18,13,1,1,41313,21681,19632,926,736,190,331,205,126,89,64,25,40056,20740,19316,612,389,223,"Jalna, Maharashtra, India",2001
18,13,1,2,32001,17505,14496,4296,3765,531,1100,783,317,408,325,83,26605,12957,13648,2725,1871,854,"Jalna, Maharashtra, India",2001
18,13,1,3,26925,13927,12998,8300,7287,1013,1545,1037,508,620,504,116,17080,5603,11477,2742,1797,945,"Jalna, Maharashtra, India",2001
18,13,1,4,24967,12039,12928,11105,9582,1523,1519,860,659,585,421,164,12343,1597,10746,1405,779,626,"Jalna, Maharashtra, India",2001
18,13,1,5,23193,11684,11509,12301,10488,1813,1390,684,706,532,379,153,9502,512,8990,598,204,394,"Jalna, Maharashtra, India",2001
18,13,1,6,21716,11056,10660,11920,10097,1823,1376,653,723,520,352,168,8420,306,8114,367,101,266,"Jalna, Maharashtra, India",2001
18,13,1,7,28482,16086,12396,16957,14654,2303,1681,892,789,543,363,180,9844,540,9304,325,96,229,"Jalna, Maharashtra, India",2001
18,13,1,8,14905,7881,7024,7611,6540,1071,782,378,404,202,131,71,6512,963,5549,142,64,78,"Jalna, Maharashtra, India",2001
18,13,1,9,13009,5559,7450,3578,2933,645,600,301,299,124,66,58,8831,2325,6506,137,57,80,"Jalna, Maharashtra, India",2001
18,13,1,10,6189,2933,3256,1156,994,162,224,138,86,58,42,16,4809,1801,3008,54,23,31,"Jalna, Maharashtra, India",2001
18,13,1,11,2486,1086,1400,358,296,62,56,39,17,5,5,0,2072,751,1321,15,7,8,"Jalna, Maharashtra, India",2001
19,3,0,0,225244,117204,108040,1335,722,613,1678,790,888,70,37,33,222231,115692,106539,826,459,367,"Aurangabad, Maharashtra, India",2001
19,3,0,1,249704,131750,117954,11913,5951,5962,11588,5253,6335,1192,613,579,226203,120546,105657,2128,1213,915,"Aurangabad, Maharashtra, India",2001
19,3,0,2,172050,98962,73088,56814,34237,22577,20521,10144,10377,6002,4030,1972,94715,54581,40134,9700,6950,2750,"Aurangabad, Maharashtra, India",2001
19,3,0,3,142917,75720,67197,92048,55157,36891,17967,7546,10421,6515,4437,2078,32902,13017,19885,6317,4511,1806,"Aurangabad, Maharashtra, India",2001
19,3,0,4,132591,65024,67567,99154,58160,40994,14973,4454,10519,4599,2530,2069,18464,2410,16054,2347,1005,1342,"Aurangabad, Maharashtra, India",2001
19,3,0,5,124162,61527,62635,99126,57523,41603,12844,3133,9711,3705,1704,2001,12192,871,11321,1135,303,832,"Aurangabad, Maharashtra, India",2001
19,3,0,6,113996,58602,55394,92962,55161,37801,11506,2786,8720,3261,1482,1779,9528,655,8873,803,173,630,"Aurangabad, Maharashtra, India",2001
19,3,0,7,153706,82491,71215,126058,77492,48566,14462,3661,10801,3564,1699,1865,13186,1338,11848,748,177,571,"Aurangabad, Maharashtra, India",2001
19,3,0,8,93352,45914,47438,69418,41438,27980,9356,2029,7327,1565,584,981,14578,2447,12131,558,144,414,"Aurangabad, Maharashtra, India",2001
19,3,0,9,118110,50468,67642,61839,36115,25724,12307,3418,8889,1405,525,880,43964,10935,33029,754,191,563,"Aurangabad, Maharashtra, India",2001
19,3,0,10,53794,27334,26460,16184,12332,3852,3659,1834,1825,358,196,162,33951,13168,20783,349,132,217,"Aurangabad, Maharashtra, India",2001
19,3,0,11,19465,8198,11267,3145,2147,998,668,322,346,54,32,22,15652,5729,9923,78,31,47,"Aurangabad, Maharashtra, India",2001
19,3,1,0,126948,66120,60828,377,294,83,109,55,54,9,8,1,126462,65771,60691,768,424,344,"Aurangabad, Maharashtra, India",2001
19,3,1,1,136534,72199,64335,2219,1819,400,590,431,159,162,126,36,133725,69949,63776,2054,1256,798,"Aurangabad, Maharashtra, India",2001
19,3,1,2,114738,63098,51640,13905,12391,1514,2386,1903,483,1064,935,129,98447,48804,49643,10484,6788,3696,"Aurangabad, Maharashtra, India",2001
19,3,1,3,108808,56952,51856,32704,28262,4442,3392,2532,860,1734,1459,275,72712,26158,46554,12857,8112,4745,"Aurangabad, Maharashtra, India",2001
19,3,1,4,97719,48794,48925,46863,39803,7060,3038,1945,1093,1493,1169,324,47818,7046,40772,6176,3069,3107,"Aurangabad, Maharashtra, India",2001
19,3,1,5,85742,44887,40855,49669,41719,7950,2642,1439,1203,1219,883,336,33431,1729,31702,2547,831,1716,"Aurangabad, Maharashtra, India",2001
19,3,1,6,76106,39824,36282,45521,37796,7725,2330,1105,1225,964,630,334,28255,923,27332,1546,368,1178,"Aurangabad, Maharashtra, India",2001
19,3,1,7,100517,56193,44324,62648,52989,9659,2645,1376,1269,961,668,293,35224,1828,33396,1210,397,813,"Aurangabad, Maharashtra, India",2001
19,3,1,8,52909,28472,24437,27818,23785,4033,1172,583,589,305,176,129,23919,4104,19815,492,181,311,"Aurangabad, Maharashtra, India",2001
19,3,1,9,42719,18831,23888,9407,7443,1964,1012,487,525,207,111,96,32300,10901,21399,418,193,225,"Aurangabad, Maharashtra, India",2001
19,3,1,10,18026,8648,9378,2433,2078,355,276,193,83,37,28,9,15317,6377,8940,127,60,67,"Aurangabad, Maharashtra, India",2001
19,3,1,11,6510,2807,3703,684,574,110,49,31,18,8,7,1,5777,2202,3575,40,17,23,"Aurangabad, Maharashtra, India",2001
20,21,0,0,360242,185504,174738,2510,1281,1229,2040,931,1109,166,81,85,355692,183292,172400,1390,708,682,"Nashik, Maharashtra, India",2001
20,21,0,1,379546,199002,180544,25531,12843,12688,18795,8322,10473,2310,1211,1099,335220,177837,157383,3109,1718,1391,"Nashik, Maharashtra, India",2001
20,21,0,2,311416,171842,139574,115962,65809,50153,37662,17191,20471,10457,6489,3968,157792,88842,68950,13365,9316,4049,"Nashik, Maharashtra, India",2001
20,21,0,3,263914,141776,122138,181879,106037,75842,32802,13268,19534,11586,7519,4067,49233,22471,26762,9984,7160,2824,"Nashik, Maharashtra, India",2001
20,21,0,4,228097,114619,113478,179202,103098,76104,25580,7777,17803,7917,4312,3605,23315,3744,19571,3228,1612,1616,"Nashik, Maharashtra, India",2001
20,21,0,5,209368,103680,105688,172013,96973,75040,21661,5531,16130,5679,2744,2935,15694,1176,14518,1194,372,822,"Nashik, Maharashtra, India",2001
20,21,0,6,202359,101564,100795,168190,95692,72498,20142,4963,15179,4836,2253,2583,14027,909,13118,808,216,592,"Nashik, Maharashtra, India",2001
20,21,0,7,295924,154531,141393,246147,145702,100445,28385,6976,21409,5570,2683,2887,21392,1853,19539,781,205,576,"Nashik, Maharashtra, India",2001
20,21,0,8,182979,92248,90731,135909,82350,53559,19654,4949,14705,2230,1012,1218,27416,4949,22467,513,163,350,"Nashik, Maharashtra, India",2001
20,21,0,9,167961,74628,93333,78281,47619,30662,18226,6242,11984,1204,527,677,71454,20767,50687,842,221,621,"Nashik, Maharashtra, India",2001
20,21,0,10,69011,33287,35724,16462,12090,4372,4724,2382,2342,240,125,115,47825,18815,29010,346,125,221,"Nashik, Maharashtra, India",2001
20,21,0,11,20972,9504,11468,3402,2286,1116,853,419,434,74,39,35,16717,6799,9918,64,29,35,"Nashik, Maharashtra, India",2001
20,21,1,0,209484,108901,100583,433,310,123,139,71,68,8,5,3,208912,108520,100392,664,378,286,"Nashik, Maharashtra, India",2001
20,21,1,1,232593,121549,111044,4647,3580,1067,1276,745,531,295,215,80,226670,117224,109446,2847,1951,896,"Nashik, Maharashtra, India",2001
20,21,1,2,205718,112518,93200,35401,30978,4423,6147,4468,1679,2519,2103,416,164170,77072,87098,13524,9157,4367,"Nashik, Maharashtra, India",2001
20,21,1,3,200115,108551,91564,75184,66221,8963,8319,5803,2516,3991,3460,531,116612,36527,80085,18640,12030,6610,"Nashik, Maharashtra, India",2001
20,21,1,4,173669,88606,85063,89283,76175,13108,6643,3647,2996,2579,1994,585,77743,8784,68959,8599,4320,4279,"Nashik, Maharashtra, India",2001
20,21,1,5,154797,81422,73375,91344,76523,14821,5493,2340,3153,1838,1298,540,57960,2559,55401,3425,1191,2234,"Nashik, Maharashtra, India",2001
20,21,1,6,140954,73849,67105,85477,70492,14985,4821,1826,2995,1461,941,520,50656,1531,49125,1872,530,1342,"Nashik, Maharashtra, India",2001
20,21,1,7,193089,106650,86439,120431,101097,19334,5584,2193,3391,1376,921,455,67074,3360,63714,1787,573,1214,"Nashik, Maharashtra, India",2001
20,21,1,8,106779,57669,49110,57271,48498,8773,2533,1095,1438,397,253,144,46975,8076,38899,576,292,284,"Nashik, Maharashtra, India",2001
20,21,1,9,75783,34015,41768,16587,12845,3742,1685,703,982,190,92,98,57511,20467,37044,323,174,149,"Nashik, Maharashtra, India",2001
20,21,1,10,31892,14957,16935,4114,3394,720,421,238,183,41,25,16,27357,11325,16032,118,69,49,"Nashik, Maharashtra, India",2001
20,21,1,11,10525,4641,5884,1148,944,204,103,59,44,15,9,6,9274,3638,5636,44,20,24,"Nashik, Maharashtra, India",2001
21,31,0,0,253437,129809,123628,950,544,406,1379,583,796,222,109,113,251108,128682,122426,957,490,467,"Thane, Maharashtra, India",2001
21,31,0,1,260775,137685,123090,10599,5241,5358,13429,5633,7796,2623,1266,1357,236747,126811,109936,3210,1751,1459,"Thane, Maharashtra, India",2001
21,31,0,2,216417,114340,102077,61595,37740,23855,39109,17700,21409,16703,9523,7180,115713,58900,56813,23153,14133,9020,"Thane, Maharashtra, India",2001
21,31,0,3,200646,105126,95520,106070,71146,34924,40347,17214,23133,18460,11761,6699,54229,16766,37463,16727,9624,7103,"Thane, Maharashtra, India",2001
21,31,0,4,196951,102170,94781,122127,83321,38806,36956,14224,22732,15617,9431,6186,37868,4625,33243,7771,3036,4735,"Thane, Maharashtra, India",2001
21,31,0,5,171360,89466,81894,113993,76681,37312,30920,10938,19982,11311,6593,4718,26447,1847,24600,3400,965,2435,"Thane, Maharashtra, India",2001
21,31,0,6,162571,82989,79582,109282,71284,37998,30597,10421,20176,10352,5873,4479,22692,1284,21408,2298,542,1756,"Thane, Maharashtra, India",2001
21,31,0,7,229166,121978,107188,154783,104143,50640,41223,14936,26287,11131,6654,4477,33160,2899,30261,2314,708,1606,"Thane, Maharashtra, India",2001
21,31,0,8,131108,66258,64850,75889,52063,23826,23154,8583,14571,3877,2331,1546,32065,5612,26453,943,365,578,"Thane, Maharashtra, India",2001
21,31,0,9,94314,41562,52752,31961,22083,9878,14425,6194,8231,1515,852,663,47928,13285,34643,793,306,487,"Thane, Maharashtra, India",2001
21,31,0,10,32862,14964,17898,6091,4810,1281,3062,1738,1324,216,126,90,23709,8416,15293,227,90,137,"Thane, Maharashtra, India",2001
21,31,0,11,10146,4520,5626,1464,1080,384,608,352,256,66,47,19,8074,3088,4986,20,11,9,"Thane, Maharashtra, India",2001
21,31,1,0,579656,302146,277510,1561,1135,426,413,217,196,55,29,26,577682,300794,276888,2758,1536,1222,"Thane, Maharashtra, India",2001
21,31,1,1,603933,319724,284209,10596,8176,2420,2452,1485,967,519,361,158,590885,310063,280822,6748,4160,2588,"Thane, Maharashtra, India",2001
21,31,1,2,567307,321109,246198,99380,88189,11191,13611,9660,3951,5532,4407,1125,454316,223260,231056,53086,34890,18196,"Thane, Maharashtra, India",2001
21,31,1,3,625616,357853,267763,263568,231766,31802,23243,16546,6697,11917,9884,2033,338805,109541,229264,73871,46271,27600,"Thane, Maharashtra, India",2001
21,31,1,4,636564,345417,291147,345161,300464,44697,20775,13683,7092,9842,8024,1818,270628,31270,239358,37063,17591,19472,"Thane, Maharashtra, India",2001
21,31,1,5,556956,308688,248268,331907,287796,44111,16557,9809,6748,7209,5717,1492,208492,11083,197409,16260,6257,10003,"Thane, Maharashtra, India",2001
21,31,1,6,496235,270841,225394,299240,255433,43807,15138,8250,6888,6284,4847,1437,181857,7158,174699,10756,3682,7074,"Thane, Maharashtra, India",2001
21,31,1,7,670095,387671,282424,416742,360856,55886,18055,10378,7677,6236,4989,1247,235298,16437,218861,11223,5487,5736,"Thane, Maharashtra, India",2001
21,31,1,8,340030,192754,147276,172525,152790,19735,7749,4752,2997,1692,1336,356,159756,35212,124544,4313,2853,1460,"Thane, Maharashtra, India",2001
21,31,1,9,187376,95088,92288,35762,31160,4602,3444,2076,1368,488,357,131,148170,61852,86318,1867,1084,783,"Thane, Maharashtra, India",2001
21,31,1,10,71484,34633,36851,7014,6139,875,849,571,278,82,59,23,63621,27923,35698,452,257,195,"Thane, Maharashtra, India",2001
21,31,1,11,23967,10493,13474,2379,2037,342,195,128,67,30,21,9,21393,8328,13065,120,61,59,"Thane, Maharashtra, India",2001
22,17,1,0,782708,408573,374135,2903,1922,981,654,380,274,60,45,15,779151,406271,372880,5063,2752,2311,"Mumbai (Suburban), Maharashtra, India",2001
22,17,1,1,858167,457008,401159,16418,12155,4263,3525,2235,1290,922,681,241,838224,442618,395606,14143,8490,5653,"Mumbai (Suburban), Maharashtra, India",2001
22,17,1,2,868072,493672,374400,152679,127755,24924,22871,17065,5806,10634,8688,1946,692522,348852,343670,104694,66884,37810,"Mumbai (Suburban), Maharashtra, India",2001
22,17,1,3,952124,555408,396716,412407,351052,61355,38574,29945,8629,22574,19360,3214,501143,174411,326732,132041,81099,50942,"Mumbai (Suburban), Maharashtra, India",2001
22,17,1,4,902025,504794,397231,504993,430878,74115,30890,23202,7688,17597,15053,2544,366142,50714,315428,63577,31382,32195,"Mumbai (Suburban), Maharashtra, India",2001
22,17,1,5,755606,422630,332976,451566,387073,64493,22847,15757,7090,12327,10316,2011,281193,19800,261393,28830,12100,16730,"Mumbai (Suburban), Maharashtra, India",2001
22,17,1,6,690066,374018,316048,414406,349155,65251,20017,12513,7504,9920,7894,2026,255643,12350,243293,19060,6743,12317,"Mumbai (Suburban), Maharashtra, India",2001
22,17,1,7,1004529,563313,441216,615564,520524,95040,24902,16113,8789,10823,8918,1905,364063,26676,337387,20719,10073,10646,"Mumbai (Suburban), Maharashtra, India",2001
22,17,1,8,586061,326243,259818,305091,262609,42482,10835,7277,3558,3276,2682,594,270135,56357,213778,9166,5516,3650,"Mumbai (Suburban), Maharashtra, India",2001
22,17,1,9,338013,173473,164540,72997,62517,10480,4748,3169,1579,822,607,215,260268,107787,152481,3991,2404,1587,"Mumbai (Suburban), Maharashtra, India",2001
22,17,1,10,137170,68257,68913,15608,13353,2255,1206,819,387,188,138,50,120356,54085,66271,1106,626,480,"Mumbai (Suburban), Maharashtra, India",2001
22,17,1,11,45885,20401,25484,4695,3966,729,302,208,94,64,52,12,40888,16227,24661,321,143,178,"Mumbai (Suburban), Maharashtra, India",2001
23,16,1,0,258330,134688,123642,1446,967,479,260,136,124,23,14,9,256624,133585,123039,2181,1190,991,"Mumbai, Maharashtra, India",2001
23,16,1,1,291481,155874,135607,8262,6592,1670,1057,742,315,272,207,65,282162,148540,133622,5731,3406,2325,"Mumbai, Maharashtra, India",2001
23,16,1,2,336557,197647,138910,70590,61812,8778,7182,5546,1636,3545,2939,606,258785,130289,128496,48635,29778,18857,"Mumbai, Maharashtra, India",2001
23,16,1,3,393506,243553,149953,182465,159415,23050,12730,9862,2868,7744,6543,1201,198311,74276,124035,64764,38374,26390,"Mumbai, Maharashtra, India",2001
23,16,1,4,354373,209592,144781,205017,177206,27811,10382,7845,2537,6211,5203,1008,138974,24541,114433,33836,16139,17697,"Mumbai, Maharashtra, India",2001
23,16,1,5,289243,169414,119829,178663,153947,24716,7437,5103,2334,4068,3345,723,103143,10364,92779,15661,6916,8745,"Mumbai, Maharashtra, India",2001
23,16,1,6,262998,147727,115271,162275,136768,25507,6478,4048,2430,3149,2482,667,94245,6911,87334,10360,4066,6294,"Mumbai, Maharashtra, India",2001
23,16,1,7,401767,228581,173186,250329,209952,40377,8549,5206,3343,3555,2831,724,142889,13423,129466,11061,5444,5617,"Mumbai, Maharashtra, India",2001
23,16,1,8,252279,142868,109411,137350,116534,20816,4180,2609,1571,1136,897,239,110749,23725,87024,4553,2778,1775,"Mumbai, Maharashtra, India",2001
23,16,1,9,154372,75582,78790,38993,32627,6366,1900,1105,795,298,203,95,113479,41850,71629,1879,1008,871,"Mumbai, Maharashtra, India",2001
23,16,1,10,74947,35281,39666,10881,9087,1794,651,413,238,76,55,21,63415,25781,37634,592,294,298,"Mumbai, Maharashtra, India",2001
23,16,1,11,27817,12292,15525,2961,2519,442,161,97,64,26,21,5,24695,9676,15019,185,93,92,"Mumbai, Maharashtra, India",2001
24,25,0,0,176660,90357,86303,470,282,188,963,470,493,45,25,20,175227,89605,85622,687,347,340,"Raigad, Maharashtra, India",2001
24,25,0,1,195099,101004,94095,3085,1697,1388,6822,2961,3861,961,514,447,185192,96346,88846,2272,1239,1033,"Raigad, Maharashtra, India",2001
24,25,0,2,164324,82847,81477,25485,15966,9519,26827,11733,15094,11061,6655,4406,112012,55148,56864,23351,14484,8867,"Raigad, Maharashtra, India",2001
24,25,0,3,146302,72580,73722,55572,38477,17095,33373,14900,18473,16092,10880,5212,57357,19203,38154,19308,11687,7621,"Raigad, Maharashtra, India",2001
24,25,0,4,139093,67385,71708,69974,49472,20502,30879,12383,18496,13410,8636,4774,38240,5530,32710,8995,3941,5054,"Raigad, Maharashtra, India",2001
24,25,0,5,124018,61613,62405,72037,49857,22180,26488,9789,16699,9647,6172,3475,25493,1967,23526,3517,1181,2336,"Raigad, Maharashtra, India",2001
24,25,0,6,116332,56673,59659,69790,46424,23366,25314,8996,16318,8482,5219,3263,21228,1253,19975,2306,620,1686,"Raigad, Maharashtra, India",2001
24,25,0,7,171717,87528,84189,105639,71533,34106,35806,13358,22448,9054,5783,3271,30272,2637,27635,2343,820,1523,"Raigad, Maharashtra, India",2001
24,25,0,8,115566,55794,59772,60809,41845,18964,22924,8504,14420,3097,1930,1167,31833,5445,26388,1093,435,658,"Raigad, Maharashtra, India",2001
24,25,0,9,96436,43446,52990,30551,21814,8737,15502,7043,8459,1137,688,449,50383,14589,35794,774,302,472,"Raigad, Maharashtra, India",2001
24,25,0,10,38483,18377,20106,6883,5610,1273,3627,2161,1466,181,118,63,27973,10606,17367,259,106,153,"Raigad, Maharashtra, India",2001
24,25,0,11,12810,5763,7047,1372,1092,280,691,387,304,73,39,34,10747,4284,6463,54,25,29,"Raigad, Maharashtra, India",2001
24,25,1,0,53070,27510,25560,99,66,33,61,32,29,9,6,3,52910,27412,25498,230,118,112,"Raigad, Maharashtra, India",2001
24,25,1,1,56872,29803,27069,715,525,190,401,226,175,81,60,21,55756,29052,26704,637,346,291,"Raigad, Maharashtra, India",2001
24,25,1,2,51788,28092,23696,6730,5733,997,2062,1390,672,852,689,163,42996,20969,22027,5882,3632,2250,"Raigad, Maharashtra, India",2001
24,25,1,3,54084,29043,25041,19313,16818,2495,3396,2298,1098,1786,1429,357,31375,9927,21448,8432,4958,3474,"Raigad, Maharashtra, India",2001
24,25,1,4,55022,27977,27045,26799,23247,3552,3129,1921,1208,1538,1208,330,25094,2809,22285,4292,1781,2511,"Raigad, Maharashtra, India",2001
24,25,1,5,49279,26517,22762,27765,24086,3679,2629,1479,1150,1135,875,260,18885,952,17933,1780,602,1178,"Raigad, Maharashtra, India",2001
24,25,1,6,43597,23218,20379,25091,21323,3768,2438,1280,1158,940,712,228,16068,615,15453,1103,333,770,"Raigad, Maharashtra, India",2001
